Name,Height(cm),Team,Year
Fabian Schär,186,Newcastle United,2021
Gylfi Sigurðsson,186,Everton FC,2021
Bobby Thomas,186,Burnley FC,2021
Joel Ward,186,Crystal Palace,2021
Ben White,186,Brighton & Hove Albion,2021
Joe Willock,186,Newcastle United,2021
Granit Xhaka,186,Arsenal FC,2021
Karlo Žiger,186,Chelsea FC,2021
Gareth Bale,185,Tottenham Hotspur,2021
Patrick Bamford,185,Leeds United,2021
Ross Barkley,185,Aston Villa,2021
Ashley Barnes,185,Burnley FC,2021
Michy Batshuayi,185,Crystal Palace,2021
Nathan Bishop,185,Manchester United,2021
Kean Bryan,185,Sheffield United,2021
Tom Cairney,185,Fulham FC,2021
Matty Cash,185,Aston Villa,2021
Timothy Castagne,185,Leicester City,2021
Ciaran Clark,185,Newcastle United,2021
Conor Coady,185,Wolverhampton Wanderers,2021
Jack Cork,185,Burnley FC,2021
Ben Davies,185,Liverpool FC,2021
John Egan,185,Sheffield United,2021
 Fábio Silva,185,Wolverhampton Wanderers,2021
Will Fish,185,Manchester United,2021
Wes Foderingham,185,Sheffield United,2021
Jeff Hendrick,185,Newcastle United,2021
Pierre-Emile Højbjerg,185,Tottenham Hotspur,2021
Kelechi Iheanacho,185,Leicester City,2021
Branislav Ivanović,185,West Bromwich Albion,2021
Alexandre Jankewitz,185,Southampton FC,2021
Curtis Jones,185,Liverpool FC,2021
Phil Jones,185,Manchester United,2021
Luke Mbete,185,Manchester City,2021
Thomas McGill,185,Brighton & Hove Albion,2021
Benjamin Mendy,185,Manchester City,2021
Wes Morgan,185,Leicester City,2021
Dan N'Lundulu,185,Southampton FC,2021
Richard Nartey,185,Burnley FC,2021
Josh Onomah,185,Fulham FC,2021
Thomas Partey,185,Arsenal FC,2021
Jordan Pickford,185,Everton FC,2021
Davy Pröpper,185,Brighton & Hove Albion,2021
Marcus Rashford,185,Manchester United,2021
Declan Rice,185,West Ham United,2021
Jay Rodriguez,185,Burnley FC,2021
Çağlar Söyüncü,185,Leicester City,2021
Dale Stephens,185,Burnley FC,2021
Jack Stephens,185,Southampton FC,2021
James Tarkowski,185,Burnley FC,2021
Axel Tuanzebe,185,Manchester United,2021
Danny Welbeck,185,Brighton & Hove Albion,2021
Sam Woods,185,Crystal Palace,2021
Brad Young,185,Aston Villa,2021
Andi Zeqiri,185,Brighton & Hove Albion,2021
Ola Aina,184,Fulham FC,2021
Frank Anguissa,184,Fulham FC,2021
Édinson Cavani,184,Manchester United,2021
 Fabricio,184,Fulham FC,2021
Nathan Ferguson,184,Crystal Palace,2021
 Ferran Torres,184,Manchester City,2021
Ben Godfrey,184,Everton FC,2021
Kyron Gordon,184,Sheffield United,2021
Emil Krafth,184,Newcastle United,2021
Érik Lamela,184,Tottenham Hotspur,2021
Mario Lemina,184,Fulham FC,2021
David McGoldrick,184,Sheffield United,2021
Lys Mousset,184,Sheffield United,2021
 Richarlison,184,Everton FC,2021
Mathew Ryan,184,Arsenal FC,2021
Jonjo Shelvey,184,Newcastle United,2021
Heung-min Son,184,Tottenham Hotspur,2021
Japhet Tanganga,184,Tottenham Hotspur,2021
Donny van de Beek,184,Manchester United,2021
Joël Veltman,184,Brighton & Hove Albion,2021
Jensen Weir,184,Brighton & Hove Albion,2021
Stuart Armstrong,183,Southampton FC,2021
Ryan Astley,183,Everton FC,2021
Luke Ayling,183,Leeds United,2021
Lamare Bogarde,183,Aston Villa,2021
Mungo Bridge,183,Aston Villa,2021
Ben Chrisene,183,Aston Villa,2021
Charlie Cresswell,183,Leeds United,2021
Stuart Dallas,183,Leeds United,2021
Elijah Dixon-Bonner,183,Liverpool FC,2021
Abdoulaye Doucouré,183,Everton FC,2021
Paul Dummett,183,Newcastle United,2021
Darnell Furlong,183,West Bromwich Albion,2021
Karlan Grant,183,West Bromwich Albion,2021
Ki-Jana Hoever,183,Wolverhampton Wanderers,2021
Alex Iwobi,183,Everton FC,2021
James Justin,183,Leicester City,2021
Mateusz Klich,183,Leeds United,2021
Ezri Konsa,183,Aston Villa,2021
Jordan McEneff,183,Arsenal FC,2021
Dwight McNeil,183,Burnley FC,2021
Wilfred Ndidi,183,Leicester City,2021
 Oriol Romeu,183,Southampton FC,2021
Nicolas Pépé,183,Arsenal FC,2021
Matthew Phillips,183,West Bromwich Albion,2021
Erik Pieters,183,Burnley FC,2021
Arjan Raikhy,183,Aston Villa,2021
Antonee Robinson,183,Fulham FC,2021
Hal Robson-Kanu,183,West Bromwich Albion,2021
Femi Seriki,183,Sheffield United,2021
Jed Steer,183,Aston Villa,2021
Enda Stevens,183,Sheffield United,2021
Matt Targett,183,Aston Villa,2021
Charlie Taylor,183,Burnley FC,2021
Conor Townsend,183,West Bromwich Albion,2021
Aaron Wan-Bissaka,183,Manchester United,2021
Neco Williams,183,Liverpool FC,2021
Ethan Ampadu,182,Sheffield United,2021
Jordan Ayew,182,Crystal Palace,2021
Yves Bissouma,182,Brighton & Hove Albion,2021
Calum Chambers,182,Arsenal FC,2021
Dennis Cirkin,182,Tottenham Hotspur,2021
Leif Davis,182,Leeds United,2021
Alfie Devine,182,Tottenham Hotspur,2021
Ahmed Elmohamady,182,Aston Villa,2021
 Eric García,182,Manchester City,2021
Conor Gallagher,182,West Bromwich Albion,2021
 João Cancelo,182,Manchester City,2021
Marcel Lavinier,182,Tottenham Hotspur,2021
Hayden Lindley,182,Aston Villa,2021
Cole Palmer,182,Manchester City,2021
Lewis Richards,182,Wolverhampton Wanderers,2021
Rico Richards,182,West Bromwich Albion,2021
Jaïro Riedewald,182,Crystal Palace,2021
 Rodrigo,182,Leeds United,2021
Dane Scarlett,182,Tottenham Hotspur,2021
Emile Smith Rowe,182,Arsenal FC,2021
Robert Snodgrass,182,West Bromwich Albion,2021
Max Thompson,182,Burnley FC,2021
 Alex Telles,181,Manchester United,2021
Miguel Azeez,181,Arsenal FC,2021
Ouasim Bouy,181,Leeds United,2021
Ben Chilwell,181,Chelsea FC,2021
Ben Davies,181,Tottenham Hotspur,2021
Kevin De Bruyne,181,Manchester City,2021
Anthony Driscoll-Glennon,181,Burnley FC,2021
Shane Flynn,181,Leicester City,2021
Ryan Fredericks,181,West Ham United,2021
John-Kymani Gordon,181,Crystal Palace,2021
Mason Greenwood,181,Manchester United,2021
Pascal Groß,181,Brighton & Hove Albion,2021
Peter Gwargis,181,Brighton & Hove Albion,2021
Sean Longstaff,181,Newcastle United,2021
John Lundstram,181,Sheffield United,2021
Josh Maja,181,Fulham FC,2021
Anthony Martial,181,Manchester United,2021
Sam McQueen,181,Southampton FC,2021
Mason Mount,181,Chelsea FC,2021
Tanguy Ndombèlé,181,Tottenham Hotspur,2021
Mipo Odubeko,181,West Ham United,2021
Jaden Philogene,181,Aston Villa,2021
Dennis Praet,181,Leicester City,2021
Harrison Reed,181,Fulham FC,2021
 Roberto Firmino,181,Liverpool FC,2021
James Rodríguez,181,Everton FC,2021
 Thiago Silva,181,Chelsea FC,2021
Luke Thomas,181,Leicester City,2021
Andros Townsend,181,Crystal Palace,2021
Bertrand Traoré,181,Aston Villa,2021
Rayan Aït Nouri,180,Wolverhampton Wanderers,2021
Nathan Aké,180,Manchester City,2021
Trent Alexander-Arnold,180,Liverpool FC,2021
Steven Alzate,180,Brighton & Hove Albion,2021
Florin Andone,180,Brighton & Hove Albion,2021
Michail Antonio,180,West Ham United,2021
Phil Bardsley,180,Burnley FC,2021
Louie Barry,180,Aston Villa,2021
Muhamed Bešić,180,Everton FC,2021
Rhian Brewster,180,Sheffield United,2021
Chem Campbell,180,Wolverhampton Wanderers,2021
Tom Davies,180,Everton FC,2021
Grady Diangana,180,West Bromwich Albion,2021
Kieran Gibbs,180,West Bromwich Albion,2021
Sam Greenwood,180,Leeds United,2021
Kamil Grosicki,180,West Bromwich Albion,2021
İlkay Gündoğan,180,Manchester City,2021
James Hillson,180,Arsenal FC,2021
 Hugo Bueno,180,Wolverhampton Wanderers,2021
Phil Jagielka,180,Sheffield United,2021
Alireza Jahanbakhsh,180,Brighton & Hove Albion,2021
Sylvester Jasper,180,Fulham FC,2021
 Joel López,180,Arsenal FC,2021
Joshua King,180,Everton FC,2021
Jake Livermore,180,West Bromwich Albion,2021
Matthew Lowton,180,Burnley FC,2021
Anthony Mancini,180,Burnley FC,2021
Solly March,180,Brighton & Hove Albion,2021
Tawanda Maswanhise,180,Leicester City,2021
James McCarthy,180,Crystal Palace,2021
Ben Mee,180,Burnley FC,2021
Iliman Ndiaye,180,Sheffield United,2021
Eddie Nketiah,180,Arsenal FC,2021
Niels Nkounkou,180,Everton FC,2021
Mark Noble,180,West Ham United,2021
Oliver Norwood,180,Sheffield United,2021
William Osula,180,Sheffield United,2021
Alex Oxlade-Chamberlain,180,Liverpool FC,2021
Taylor Perry,180,Wolverhampton Wanderers,2021
Jacob Ramsey,180,Aston Villa,2021
Tyler Roberts,180,Leeds United,2021
 Rúben Neves,180,Wolverhampton Wanderers,2021
Morgan Sanson,180,Aston Villa,2021
Layton Stewart,180,Liverpool FC,2021
Kenny Tete,180,Fulham FC,2021
Kieran Tierney,180,Arsenal FC,2021
Matěj Vydra,180,Burnley FC,2021
Ollie Watkins,180,Aston Villa,2021
Timo Werner,180,Chelsea FC,2021
Brandon Williams,180,Manchester United,2021
Callum Wilson,180,Newcastle United,2021
Wilfried Zaha,180,Crystal Palace,2021
Hakim Ziyech,180,Chelsea FC,2021
Ché Adams,179,Southampton FC,2021
Elliot Anderson,179,Newcastle United,2021
Harrison Ashby,179,West Ham United,2021
Gaetano Berardi,179,Leeds United,2021
Ryan Bertrand,179,Southampton FC,2021
Josh Brownhill,179,Burnley FC,2021
 Bruno Fernandes,179,Manchester United,2021
 Dani Ceballos,179,Arsenal FC,2021
Ibrahima Diallo,179,Southampton FC,2021
Frankie Ealing,179,Aston Villa,2021
Mohamed Elneny,179,Arsenal FC,2021
 Fernandinho,179,Manchester City,2021
Joe Gelhardt,179,Leeds United,2021
Taylor-Jay Hart,179,Aston Villa,2021
 Hélder Costa,179,Leeds United,2021
Reece James,179,Chelsea FC,2021
Riyad Mahrez,179,Manchester City,2021
Arthur Masuaku,179,West Ham United,2021
Kalvin Phillips,179,Leeds United,2021
Kayne Ramsay,179,Southampton FC,2021
 Trézéguet,179,Aston Villa,2021
Kostas Tsimikas,179,Liverpool FC,2021
Jamie Vardy,179,Leicester City,2021
Jake Walker,179,Aston Villa,2021
Romaric Yapi,179,Brighton & Hove Albion,2021
 Adama Traoré,178,Wolverhampton Wanderers,2021
 Ayoze Pérez,178,Leicester City,2021
 Azpilicueta,178,Chelsea FC,2021
George Baldock,178,Sheffield United,2021
Folarin Balogun,178,Arsenal FC,2021
Steven Bergwijn,178,Tottenham Hotspur,2021
Jayden Bogle,178,Sheffield United,2021
Nathan Broadhead,178,Everton FC,2021
Moisés Caicedo,178,Brighton & Hove Albion,2021
Hamza Choudhury,178,Leicester City,2021
Lucas Digne,178,Everton FC,2021
 Diogo Jota,178,Liverpool FC,2021
Kyle Edwards,178,West Bromwich Albion,2021
Anthony Elanga,178,Manchester United,2021
Eberechi Eze,178,Crystal Palace,2021
 Gabriel Martinelli,178,Arsenal FC,2021
 Héctor Bellerín,178,Arsenal FC,2021
Danny Ings,178,Southampton FC,2021
 Jorginho,178,Chelsea FC,2021
Jamal Lewis,178,Newcastle United,2021
 Manquillo,178,Newcastle United,2021
 Marçal,178,Wolverhampton Wanderers,2021
James McArthur,178,Crystal Palace,2021
John McGinn,178,Aston Villa,2021
Denis Odoi,178,Fulham FC,2021
Martin Ødegaard,178,Arsenal FC,2021
 Pablo Fornals,178,West Ham United,2021
Lee Peltier,178,West Bromwich Albion,2021
Christian Pulišić,178,Chelsea FC,2021
Jesurun Rak-Sakyi,178,Crystal Palace,2021
 Reguilón,178,Tottenham Hotspur,2021
Lewis Richardson,178,Burnley FC,2021
Andy Robertson,178,Liverpool FC,2021
Callum Robinson,178,West Bromwich Albion,2021
Teddy Rowe,178,Aston Villa,2021
Bukayo Saka,178,Arsenal FC,2021
Jeffrey Schlupp,178,Crystal Palace,2021
Luke Shaw,178,Manchester United,2021
Kyle Walker,178,Manchester City,2021
Harry Winks,178,Tottenham Hotspur,2021
 Bernardo Rosa,177,West Ham United,2021
Kgaogelo Chauke,177,Southampton FC,2021
Séamus Coleman,177,Everton FC,2021
Conor Coventry,177,West Ham United,2021
Moussa Djénépo,177,Southampton FC,2021
 Douglas Luiz,177,Aston Villa,2021
Antwoine Hackford,177,Sheffield United,2021
Callum Hudson-Odoi,177,Chelsea FC,2021
Mateo Kovačić,177,Chelsea FC,2021
Giovani Lo Celso,177,Tottenham Hotspur,2021
Ainsley Maitland-Niles,177,West Bromwich Albion,2021
Hannibal Mejbri,177,Manchester United,2021
Marvelous Nakamba,177,Aston Villa,2021
 Nélson Semedo,177,Wolverhampton Wanderers,2021
Thierry Small,177,Everton FC,2021
Michael Tait,177,Aston Villa,2021
James Ward-Prowse,177,Southampton FC,2021
Caleb Watts,177,Southampton FC,2021
Sèrge Aurier,176,Tottenham Hotspur,2021
Robbie Brady,176,Burnley FC,2021
Zak Brunt,176,Sheffield United,2021
Jake Cain,176,Liverpool FC,2021
Vontae Campbell,176,Leicester City,2021
 Emerson,176,Chelsea FC,2021
Will Ferry,176,Southampton FC,2021
Nathan Holland,176,West Ham United,2021
Kyle John,176,Everton FC,2021
Nile John,176,Tottenham Hotspur,2021
Toby King,176,West Bromwich Albion,2021
Ben Osborn,176,Sheffield United,2021
 Raphinha,176,Leeds United,2021
Neil Taylor,176,Aston Villa,2021
Youri Tielemans,176,Leicester City,2021
Patrick van Aanholt,176,Crystal Palace,2021
Marc Albrighton,175,Leicester City,2021
 Allan,175,Everton FC,2021
Josh Benson,175,Burnley FC,2021
Jarrod Bowen,175,West Ham United,2021
Leighton Clarkson,175,Liverpool FC,2021
Nathaniel Clyne,175,Crystal Palace,2021
Cheikh Diaby,175,West Bromwich Albion,2021
Cody Drameh,175,Leeds United,2021
Adam Forshaw,175,Leeds United,2021
 Gabriel Jesus,175,Manchester City,2021
Ethan Galbraith,175,Manchester United,2021
Jack Grealish,175,Aston Villa,2021
Jack Harrison,175,Leeds United,2021
Tim Iroegbunam,175,West Bromwich Albion,2021
 Ivan Cavaleiro,175,Fulham FC,2021
Ben Johnson,175,West Ham United,2021
 Jonny,175,Wolverhampton Wanderers,2021
Michał Karbownik,175,Brighton & Hove Albion,2021
Kaine Kesler-Hayden,175,Aston Villa,2021
Reda Khadra,175,Brighton & Hove Albion,2021
Alexandre Lacazette,175,Arsenal FC,2021
Khanya Leshabela,175,Leicester City,2021
Jesse Lingard,175,West Ham United,2021
Max Lowe,175,Sheffield United,2021
James Maddison,175,Leicester City,2021
 Matheus Pereira,175,West Bromwich Albion,2021
Liam McCarron,175,Leeds United,2021
James Milner,175,Liverpool FC,2021
Tyrick Mitchell,175,Crystal Palace,2021
Reiss Nelson,175,Arsenal FC,2021
 Ricardo Pereira,175,Leicester City,2021
Henri Saivet,175,Newcastle United,2021
Mo Salah,175,Liverpool FC,2021
Romaine Sawyers,175,West Bromwich Albion,2021
Billy Sharp,175,Sheffield United,2021
Percy Tau,175,Brighton & Hove Albion,2021
Theo Walcott,175,Southampton FC,2021
Georginio Wijnaldum,175,Liverpool FC,2021
 Willian,175,Arsenal FC,2021
Oleksandr Zinchenko,175,Manchester City,2021
Miguel Almirón,174,Newcastle United,2021
 Arnau Puigmal,174,Manchester United,2021
Harvey Barnes,174,Leicester City,2021
Aaron Connolly,174,Brighton & Hove Albion,2021
Vladimír Coufal,174,West Ham United,2021
Fabian Delph,174,Everton FC,2021
Tommy Doyle,174,Manchester City,2021
Dwight Gayle,174,Newcastle United,2021
Ademola Lookman,174,Fulham FC,2021
Alexis Mac Allister,174,Brighton & Hove Albion,2021
Sadio Mané,174,Liverpool FC,2021
Takumi Minamino,174,Southampton FC,2021
Crysencio Summerville,174,Leeds United,2021
 Thiago,174,Liverpool FC,2021
Ashley Westwood,174,Burnley FC,2021
Ben Woodburn,174,Liverpool FC,2021
Sergio Agüero,173,Manchester City,2021
 Bernardo Silva,173,Manchester City,2021
Amad Diallo,173,Manchester United,2021
Tyrese Francois,173,Fulham FC,2021
Niall Huggins,173,Leeds United,2021
Tino Livramento,173,Chelsea FC,2021
Dan Burn,201,Brighton & Hove Albion,2020
Fraser Forster,201,Southampton FC,2020
Lovre Kalinić,201,Aston Villa,2020
Matt Macey,201,Arsenal FC,2020
Jannik Vestergaard,199,Southampton FC,2020
Wayne Hennessey,198,Crystal Palace,2020
Lukas Jensen,198,Burnley FC,2020
Archie Mair,198,Norwich City,2020
Aro Murić,198,Manchester City,2020
Nick Pope,198,Burnley FC,2020
 Robert Sánchez,197,Brighton & Hove Albion,2020
Maarten Stekelenburg,197,Everton FC,2020
Paulo Gazzaniga,196,Tottenham Hotspur,2020
Angus Gunn,196,Southampton FC,2020
Joe Hart,196,Burnley FC,2020
Ryan Inniss,196,Crystal Palace,2020
Matěj Kovář,196,Manchester United,2020
Tyrone Mings,196,Aston Villa,2020
Aston Oxborough,196,Norwich City,2020
Michael Verrips,196,Sheffield United,2020
Sander Berge,195,Sheffield United,2020
Willy Boly,195,Wolverhampton Wanderers,2020
Jarrad Branthwaite,195,Everton FC,2020
Billy Koumetio,195,Liverpool FC,2020
Emiliano Martínez,195,Arsenal FC,2020
Joel Matip,195,Liverpool FC,2020
Yerry Mina,195,Everton FC,2020
Christian Walton,195,Brighton & Hove Albion,2020
Tammy Abraham,194,Chelsea FC,2020
Pontus Dahlberg,194,Watford FC,2020
Scott Dann,194,Crystal Palace,2020
Issa Diop,194,West Ham United,2020
Björn Engels,194,Aston Villa,2020
Maximilian Kilman,194,Wolverhampton Wanderers,2020
Harry Maguire,194,Manchester United,2020
Nemanja Matić,194,Manchester United,2020
Bailey Peacock-Farrell,194,Burnley FC,2020
Matija Šarkić,194,Aston Villa,2020
Christoph Zimmermann,194,Norwich City,2020
Philip Billing,193,AFC Bournemouth,2020
Artur Boruc,193,AFC Bournemouth,2020
Gary Cahill,193,Crystal Palace,2020
Andy Carroll,193,Newcastle United,2020
Shane Duffy,193,Brighton & Hove Albion,2020
Jake Eastwood,193,Sheffield United,2020
Ben Foster,193,Watford FC,2020
Olivier Giroud,193,Chelsea FC,2020
Lee Grant,193,Manchester United,2020
Stephen Henderson,193,Crystal Palace,2020
Wesley Hoedt,193,Southampton FC,2020
Timm Klose,193,Norwich City,2020
Andy Lonergan,193,Liverpool FC,2020
Alex McCarthy,193,Southampton FC,2020
 Pablo Marí,193,Arsenal FC,2020
Isaac Price,193,Everton FC,2020
Virgil van Dijk,193,Liverpool FC,2020
Tudor Băluţă,192,Brighton & Hove Albion,2020
 De Gea,192,Manchester United,2020
Lewis Dunk,192,Brighton & Hove Albion,2020
 João Virgínia,192,Everton FC,2020
Ørjan Nyland,192,Aston Villa,2020
 Roberto,192,West Ham United,2020
Sergio Romero,192,Manchester United,2020
John Ruddy,192,Wolverhampton Wanderers,2020
William Saliba,192,Arsenal FC,2020
Tomáš Souček,192,West Ham United,2020
James Tomkins,192,Crystal Palace,2020
Kell Watts,192,Newcastle United,2020
 Alisson Becker,191,Liverpool FC,2020
Daniel Bachmann,191,Watford FC,2020
Armando Broja,191,Chelsea FC,2020
David Button,191,Brighton & Hove Albion,2020
Eric Dier,191,Tottenham Hotspur,2020
Martin Dúbravka,191,Newcastle United,2020
Jimmy Dunne,191,Burnley FC,2020
Simon Francis,191,AFC Bournemouth,2020
Mark Gillespie,191,Newcastle United,2020
 Gomes,191,Watford FC,2020
Marko Grujić,191,Liverpool FC,2020
Kortney Hause,191,Aston Villa,2020
George Hirst,191,Leicester City,2020
Eldin Jakupović,191,Leicester City,2020
Loris Karius,191,Liverpool FC,2020
Martin Kelly,191,Crystal Palace,2020
Harry Lewis,191,Southampton FC,2020
Ruben Loftus-Cheek,191,Chelsea FC,2020
Adam Masina,191,Watford FC,2020
Michael McGovern,191,Norwich City,2020
Scott McTominay,191,Manchester United,2020
Chris Mepham,191,AFC Bournemouth,2020
Simon Moore,191,Sheffield United,2020
Angelo Ogbonna,191,West Ham United,2020
Owen Otasowie,191,Wolverhampton Wanderers,2020
Paul Pogba,191,Manchester United,2020
 Rodri,191,Manchester City,2020
Ellis Simms,191,Everton FC,2020
Zack Steffen,191,Manchester City,2020
Mark Travers,191,AFC Bournemouth,2020
Danny Ward,191,Leicester City,2020
Adam Webster,191,Brighton & Hove Albion,2020
 Wesley,191,Aston Villa,2020
Chris Wood,191,Burnley FC,2020
 Adrián,190,Liverpool FC,2020
Joseph Anang,190,West Ham United,2020
Mason Barrett,190,Watford FC,2020
Chris Basham,190,Sheffield United,2020
Christian Benteke,190,Crystal Palace,2020
Sam Dalby,190,Watford FC,2020
Kevin Danso,190,Southampton FC,2020
Karl Darlow,190,Newcastle United,2020
Łukasz Fabiański,190,West Ham United,2020
 Guaita,190,Crystal Palace,2020
Sébastien Haller,190,West Ham United,2020
Adam Idah,190,Norwich City,2020
Raúl Jiménez,190,Wolverhampton Wanderers,2020
Lloyd Kelly,190,AFC Bournemouth,2020
Aymeric Laporte,190,Manchester City,2020
Florian Lejeune,190,Newcastle United,2020
Bernd Leno,190,Arsenal FC,2020
Will Norris,190,Wolverhampton Wanderers,2020
Jack O'Connell,190,Sheffield United,2020
Nathaniel Phillips,190,Liverpool FC,2020
Aaron Ramsdale,190,AFC Bournemouth,2020
Antonio Rüdiger,190,Chelsea FC,2020
 Rui Patrício,190,Wolverhampton Wanderers,2020
Philippe Sandler,190,Manchester City,2020
Jack Simpson,190,AFC Bournemouth,2020
Bayli Spencer-Adams,190,Watford FC,2020
Marco Stiepermann,190,Norwich City,2020
Sam Surridge,190,AFC Bournemouth,2020
Andrey Yarmolenko,190,West Ham United,2020
Kurt Zouma,190,Chelsea FC,2020
Tiemoué Bakayoko,189,Chelsea FC,2020
Fabián Balbuena,189,West Ham United,2020
Jan Bednarek,189,Southampton FC,2020
Morgan Boyes,189,Liverpool FC,2020
Dominic Calvert-Lewin,189,Everton FC,2020
Étienne Capoue,189,Watford FC,2020
Jamie Cumming,189,Chelsea FC,2020
 David Luiz,189,Arsenal FC,2020
Keinan Davis,189,Aston Villa,2020
Anwar el Ghazi,189,Aston Villa,2020
Malachi Fagan-Walcott,189,Tottenham Hotspur,2020
Federico Fernández,189,Newcastle United,2020
Brooklyn Genesini,189,AFC Bournemouth,2020
 Gonçalo Cardoso,189,West Ham United,2020
Rob Holding,189,Arsenal FC,2020
 Joel Pereira,189,Manchester United,2020
 Kepa,189,Chelsea FC,2020
Cheikhou Kouyaté,189,Crystal Palace,2020
 Marcos Alonso,189,Chelsea FC,2020
Divock Origi,189,Liverpool FC,2020
